Postal_Code,Building_Name,Location_Description,latitude,longitude
269734,Hwa Chong Institution,"Level 3 Indoor Sports Hall, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 Indoor Sports Hall, Outside Gyms Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 College Block B, Reception Entrance (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 Inside Kong Chian Admin Centre, Near Reception Counter (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 HCI Running Track Room, Near Pole Vault Area (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 High School, Outside Kah Kee Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level B1 High School, Between Wushu And Judo Room (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 Inside High School Staff Office, Reception Area (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 2 Ong Teng Cheong SALT Centre, Outside PE Office (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
269734,Hwa Chong Institution,"Level 1 High School Block D, Facing Gate 3 Guard Post (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4476095534257853,103.63041801138002
387724,St Margaret's Primary School,"Level 1 Block F, Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3234106834075907,103.77438148114153
387724,St Margaret's Primary School,"Level 2 Outside School Hall, Between Block C & D (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3234106834075907,103.77438148114153
387724,St Margaret's Primary School,"Level 4 Block F, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3234106834075907,103.77438148114153
387724,St Margaret's Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3234106834075907,103.77438148114153
387724,St Margaret's Primary School,Level 3 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3234106834075907,103.77438148114153
599986,Methodist Girls' School,"Level 3 School Hall, Secondary (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4129361264908464,103.92829592832118
599986,Methodist Girls' School,"Level 1 Sports Complex, Near Swimming Pool Gate C22 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4129361264908464,103.92829592832118
599986,Methodist Girls' School,Level 1 Bamboo Courtyard (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4129361264908464,103.92829592832118
599986,Methodist Girls' School,Level 1 Concourse (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4129361264908464,103.92829592832118
599986,Methodist Girls' School,Level 1 Guard House (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4129361264908464,103.92829592832118
288683,Nanyang Girls' High School,Level 1 Walkway To Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3018024532288313,103.9806513251578
520874,874 Tampines Vista,Level 1 Lift Lobby A,1.4361170097334437,103.8552134795425
520876,876 Tampines Spring,Level 1 Lift Lobby A,1.3265101485418915,103.86915644463159
288683,Nanyang Girls' High School,"Level 1 Indoor Sports Hall Block, Near Staircase 3 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3018024532288313,103.9806513251578
288683,Nanyang Girls' High School,Level 4 Near Board Room (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3018024532288313,103.9806513251578
327830,NorthLight School,Level 1 Inside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4313541824624365,103.97609760487009
327830,NorthLight School,Level 1 Along Mechanic Workshop Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4313541824624365,103.97609760487009
327830,NorthLight School,Level 3 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4313541824624365,103.97609760487009
536741,"Paya Lebar Methodist Girls' School, Primary",Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.253475212352462,103.83781107697888
536741,"Paya Lebar Methodist Girls' School, Primary",Level 2 Shaw Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.253475212352462,103.83781107697888
536741,"Paya Lebar Methodist Girls' School, Primary",Level 3 Parade Square (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.253475212352462,103.83781107697888
536741,"Paya Lebar Methodist Girls' School, Primary",Level 1 Stadium (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.253475212352462,103.83781107697888
536741,"Paya Lebar Methodist Girls' School, Primary",Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.253475212352462,103.83781107697888
536742,"Paya Lebar Methodist Girls' School, Secondary",Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3783331212070165,103.93759656205191
536742,"Paya Lebar Methodist Girls' School, Secondary",Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3783331212070165,103.93759656205191
536742,"Paya Lebar Methodist Girls' School, Secondary",Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3783331212070165,103.93759656205191
737803,Riverside Primary School,"Level 1 Inside General Office, Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.391942486165325,103.6683262086794
737803,Riverside Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate),1.391942486165325,103.6683262086794
737803,Riverside Primary School,Level 3 Inside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.391942486165325,103.6683262086794
138572,School of Science & Technology,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3994383022249297,103.74761554889663
138572,School of Science & Technology,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3994383022249297,103.74761554889663
138572,School of Science & Technology,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3994383022249297,103.74761554889663
737913,Singapore Sports School,"Level 2 Outside Science Lab, Room 02-01 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.2384538298926653,103.92401754841009
737913,Singapore Sports School,Level 1 Outside Swimming Pool Control Room (Available During School Operating Hours. Approach Security Officer At Main Gate),1.2384538298926653,103.92401754841009
737913,Singapore Sports School,"Level 1 Boarding, Underneath Staircase C2 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.2384538298926653,103.92401754841009
357691,St Andrew's Junior College,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3329448704835611,103.7113724896309
357691,St Andrew's Junior College,Level 2 Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3329448704835611,103.7113724896309
357691,St Andrew's Junior College,Level 4 Tennis Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3329448704835611,103.7113724896309
357691,St Andrew's Junior College,Level 1 Outside PE Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3329448704835611,103.7113724896309
357691,St Andrew's Junior College,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3329448704835611,103.7113724896309
359337,St Andrew's Junior School,Level 1 Blue Staircase (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3307855849478416,103.7673620379528
359337,St Andrew's Junior School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3307855849478416,103.7673620379528
359337,St Andrew's Junior School,Level 5 School Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3307855849478416,103.7673620379528
359337,St Andrew's Junior School,Level 1 School Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3307855849478416,103.7673620379528
359337,St Andrew's Junior School,Level 1 SAV Swimming Pool (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3307855849478416,103.7673620379528
469701,St Anthony's Canossian Primary School,Level 1 Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3763639857946872,103.77713557768777
469701,St Anthony's Canossian Primary School,Level 3 Indoor Sports Hall Entrance (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3763639857946872,103.77713557768777
469701,St Anthony's Canossian Primary School,"Level 1 Indoor Sports, Void Deck (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3763639857946872,103.77713557768777
469700,St Anthony's Canossian Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4430246541753942,103.755759905269
469700,St Anthony's Canossian Secondary School,"Level 1 Blk C, Near D&T Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4430246541753942,103.755759905269
469700,St Anthony's Canossian Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4430246541753942,103.755759905269
469700,St Anthony's Canossian Secondary School,Level 4 Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4430246541753942,103.755759905269
469700,St Anthony's Canossian Secondary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4430246541753942,103.755759905269
127391,Tanglin Secondary School,"Level 1 School Foyer, Beside Fire Alarm Panel (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3919930713387407,103.67719267543463
127391,Tanglin Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3919930713387407,103.67719267543463
127391,Tanglin Secondary School,Level 1 Soccer Field Toilet (Available During Dual Use Scheme Operating Hours),1.3919930713387407,103.67719267543463
520878,878 Tampines Spring,Level 1 Lift Lobby A,1.277182183744333,103.88849221032957
127391,Tanglin Secondary School,"Level 1 Blk F, Outside PE Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3919930713387407,103.67719267543463
127391,Tanglin Secondary School,"Level 3 Blk H, Outside AVA Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3919930713387407,103.67719267543463
738990,Woodgrove Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.352809360242945,103.60136230757092
738990,Woodgrove Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.352809360242945,103.60136230757092
738990,Woodgrove Secondary School,Level 1 Beside Bookshop (Available During School Operating Hours. Approach Security Officer At Main Gate),1.352809360242945,103.60136230757092
738990,Woodgrove Secondary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.352809360242945,103.60136230757092
738990,Woodgrove Secondary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.352809360242945,103.60136230757092
738240,Woodlands Ring Primary School,Level 1 Outside CCA Room 2 (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3666641290463777,103.65918552426201
738240,Woodlands Ring Primary School,Level 3 Indoor Sports Hall Entrance (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3666641290463777,103.65918552426201
738240,Woodlands Ring Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3666641290463777,103.65918552426201
738239,Woodlands Ring Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.433567435547804,103.93389430082092
738239,Woodlands Ring Secondary School,Level 1 Outside NCC Room (Available During School Operating Hours. Approach Security Officer At Main Gate),1.433567435547804,103.93389430082092
738239,Woodlands Ring Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.433567435547804,103.93389430082092
738239,Woodlands Ring Secondary School,Level 2 Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.433567435547804,103.93389430082092
768643,Ahmad Ibrahim Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2247924725130264,103.9959332397583
768643,Ahmad Ibrahim Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2247924725130264,103.9959332397583
768643,Ahmad Ibrahim Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2247924725130264,103.9959332397583
768643,Ahmad Ibrahim Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2247924725130264,103.9959332397583
768643,Ahmad Ibrahim Primary School,"Level 1 Corridor, Near Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2247924725130264,103.9959332397583
768928,Ahmad Ibrahim Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2790910055774252,103.86767712050005
768928,Ahmad Ibrahim Secondary School,Level 1 Gym Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2790910055774252,103.86767712050005
768928,Ahmad Ibrahim Secondary School,"Level 2 School Hall, Near Stairs B1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2790910055774252,103.86767712050005
768928,Ahmad Ibrahim Secondary School,"Level 4 Library, Near Stairs B1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2790910055774252,103.86767712050005
768928,Ahmad Ibrahim Secondary School,Level 1 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2790910055774252,103.86767712050005
109100,Blangah Rise Primary School,"Level 1 General Office, Outside Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2917241419669228,103.97027573634844
109100,Blangah Rise Primary School,"Level 1 ISH, Beside Dance Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2917241419669228,103.97027573634844
109100,Blangah Rise Primary School,Level 3 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2917241419669228,103.97027573634844
449150,CHIJ Katong Convent School,"Level 1 Blk Finbarr, Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4518105996767927,103.92474513616044
449150,CHIJ Katong Convent School,"Level 1 Blk Barre, BasketBall Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4518105996767927,103.92474513616044
449150,CHIJ Katong Convent School,"Level 6 Blk Barre, Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4518105996767927,103.92474513616044
99138,CHIJ St Theresa's Convent,Level 1 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3782422379703883,103.68454442610015
99138,CHIJ St Theresa's Convent,Level 4 Linkway Between Block C And D (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3782422379703883,103.68454442610015
99138,CHIJ St Theresa's Convent,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3782422379703883,103.68454442610015
768959,Chongfu School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4077312936919884,103.91140468721086
768959,Chongfu School,"Level 1 Blk 7, Lift Landing (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4077312936919884,103.91140468721086
768959,Chongfu School,Level 2 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4077312936919884,103.91140468721086
436895,Dunman High School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4129225535291363,103.79033007818249
436895,Dunman High School,Level 1 Outside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.4129225535291363,103.79033007818249
573838,Eunoia Junior College,Level 5 At Stadium (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3110418597746458,103.87059102367805
573838,Eunoia Junior College,Level 8 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3110418597746458,103.87059102367805
573838,Eunoia Junior College,"Level 1 Canteen, Outside Bookshop (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3110418597746458,103.87059102367805
427072,Haig Girls' School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.239384182717001,103.79733435028092
427072,Haig Girls' School,Level 1 Netball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.239384182717001,103.79733435028092
427072,Haig Girls' School,Level 1 Classroom Blk C (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.239384182717001,103.79733435028092
768515,Jiemin Primary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4586416916925546,103.62005003698795
768515,Jiemin Primary School,Level 5 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4586416916925546,103.62005003698795
768515,Jiemin Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4586416916925546,103.62005003698795
368051,Maris Stella High School,"Level 4 Secondary Side, Inside Shaw Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 3 Secondary Side, Outside Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 2 Secondary Side, Outside Gym Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 1 Secondary Side, Outside Staff Recreation Centre (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 1 Primary Side, Inside Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 1 Primary Side, Grandstand (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
368051,Maris Stella High School,"Level 2 Primary Side, School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3750009599528763,103.8649955205177
768578,Northland Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2755135649645413,103.60822043302633
768578,Northland Secondary School,Level 1 ISH (Available During Dual Use Scheme Operating Hours),1.2755135649645413,103.60822043302633
768578,Northland Secondary School,Level 2 ISH (Available During Dual Use Scheme Operating Hours),1.2755135649645413,103.60822043302633
556094,Peicai Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2947322620965167,103.88271575199846
556094,Peicai Secondary School,Level 1 Outside Staff Lounge (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2947322620965167,103.88271575199846
556094,Peicai Secondary School,Level 3 Inside ISH (Available During Dual Use Scheme Operating Hours),1.2947322620965167,103.88271575199846
149295,Queensway Secondary School,"Level 1 Block T2, Outside HOD Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4302464252768523,103.90035251882611
149295,Queensway Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.4302464252768523,103.90035251882611
149295,Queensway Secondary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4302464252768523,103.90035251882611
149295,Queensway Secondary School,Level 1 Canteen & ISH Atrium (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4302464252768523,103.90035251882611
149295,Queensway Secondary School,Level 4 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.4302464252768523,103.90035251882611
99840,Radin Mas Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3946464661660596,103.79353325038578
99840,Radin Mas Primary School,"Level 2 Blk B, Link Way (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3946464661660596,103.79353325038578
99840,Radin Mas Primary School,Level 2 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3946464661660596,103.79353325038578
289072,Raffles Girls' Primary School,"Level 1 Blk D, Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.414579182114923,103.98752066432439
289072,Raffles Girls' Primary School,"Level 2 Blk D, Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.414579182114923,103.98752066432439
289072,Raffles Girls' Primary School,"Level 1 Blk F, Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.414579182114923,103.98752066432439
289072,Raffles Girls' Primary School,"Level 2 Blk A, Outside Staff Room 3 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.414579182114923,103.98752066432439
289072,Raffles Girls' Primary School,"Level 2 Blk E, Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.414579182114923,103.98752066432439
259240,St Margaret's Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.2975348141904506,103.83311135278989
259240,St Margaret's Secondary School,"Level 1 Canteen, Outside Parent Support Group Shop (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.2975348141904506,103.83311135278989
259240,St Margaret's Secondary School,Level 3 Outside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate),1.2975348141904506,103.83311135278989
469300,Temasek Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2585244481721654,103.83036898382247
469300,Temasek Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2585244481721654,103.83036898382247
469300,Temasek Primary School,Level 3 Indoor Stadium (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2585244481721654,103.83036898382247
449035,Victoria Junior College,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2529516229509494,103.65180638352099
449035,Victoria Junior College,Level 2 PE Dept (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2529516229509494,103.65180638352099
449035,Victoria Junior College,"Level 1 Hall Corridor, Towards Sheltered Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2529516229509494,103.65180638352099
448880,Victoria School,Level 1 Blk A Foyer (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4512387374477462,103.89190629447629
448880,Victoria School,"Level 1 Blk F, PE Department (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4512387374477462,103.89190629447629
448880,Victoria School,"Level 1 Blk E, Professional Room 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4512387374477462,103.89190629447629
768611,Xishan Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4365010902295756,103.77266752382636
768611,Xishan Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4365010902295756,103.77266752382636
768611,Xishan Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4365010902295756,103.77266752382636
556108,Yangzheng Primary School,Level 1 Outside Classroom 4D (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2715932128120802,103.70053848536554
556108,Yangzheng Primary School,Level 1 Outside CCA Room 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2715932128120802,103.70053848536554
640607,,Level 1 Lift Lobby A,1.396450849001888,103.96353092696675
556108,Yangzheng Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2715932128120802,103.70053848536554
768679,Yishun Primary School,Level 1 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.257915244255172,103.73762241794952
768679,Yishun Primary School,Level 6 ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.257915244255172,103.73762241794952
768679,Yishun Primary School,"Level 2 Corridor, Leading To Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.257915244255172,103.73762241794952
768679,Yishun Primary School,Level 1 Key Personnel Room Entrance (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.257915244255172,103.73762241794952
768679,Yishun Primary School,"Level 1 Outside General Office, At Security Counter (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.257915244255172,103.73762241794952
768516,Yishun Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3261821973465435,103.9696037765601
768516,Yishun Secondary School,Level 1 Corridor Facing Field (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3261821973465435,103.9696037765601
768516,Yishun Secondary School,Level 3 Indoor Sport Hall (Available During Dual Use Scheme Operating Hours),1.3261821973465435,103.9696037765601
768610,Yishun Town Secondary School,Level 1 In Front Of General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3365123858729244,103.7333733699641
768610,Yishun Town Secondary School,Level 1 In Front Of ISH (Available During Dual Use Scheme Operating Hours),1.3365123858729244,103.7333733699641
768610,Yishun Town Secondary School,Level 2 In Front Of MPH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3365123858729244,103.7333733699641
556123,Zhonghua Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3390542342770884,103.65133819612778
556123,Zhonghua Secondary School,Level 1 Near Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3390542342770884,103.65133819612778
556123,Zhonghua Secondary School,Level 1 Along Corridor Leading To ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3390542342770884,103.65133819612778
556123,Zhonghua Secondary School,"Inside ISH, Upper Deck (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3390542342770884,103.65133819612778
556123,Zhonghua Secondary School,Level 2 Outside Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3390542342770884,103.65133819612778
88256,Cantonment Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3741273790226245,103.61664821735295
88256,Cantonment Primary School,"Level 1 Block B, Opposite Staircase 8 (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.3741273790226245,103.61664821735295
88256,Cantonment Primary School,Level 4 Inside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3741273790226245,103.61664821735295
349692,Cedar Girls' Secondary School,General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2890151361768967,103.7772652555405
349692,Cedar Girls' Secondary School,School Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2890151361768967,103.7772652555405
349692,Cedar Girls' Secondary School,"Track & Field Area, Beside PE Store (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2890151361768967,103.7772652555405
349692,Cedar Girls' Secondary School,Level 2 Arena Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2890151361768967,103.7772652555405
349692,Cedar Girls' Secondary School,Ad Adstra Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2890151361768967,103.7772652555405
349700,Cedar Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4235697796088078,103.78304720891876
349700,Cedar Primary School,"Level 1 Blk C, Near OSO Restroom (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4235697796088078,103.78304720891876
349700,Cedar Primary School,"Level 3 Blk C, Outside Music Store (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4235697796088078,103.78304720891876
319765,CHIJ Primary (Toa Payoh),Level 5 Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3576929993190583,103.77555203473936
319765,CHIJ Primary (Toa Payoh),Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3576929993190583,103.77555203473936
319765,CHIJ Primary (Toa Payoh),"Level 1 Parade Square, Beside Stairs C3 (Available During School Operating Hours. Approach Security Officer At Main Gate.).)",1.3576929993190583,103.77555203473936
319765,CHIJ Primary (Toa Payoh),Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3576929993190583,103.77555203473936
217567,Farrer Park Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3477322113122225,103.62165772806465
